Sender,Reciever,Timestamp,Title,Category,Parent,Description,CommentID,DiscussionID
196,287,10/1/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,195,93
158,287,10/1/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,200,93
411,287,10/1/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,214,93
358,287,10/3/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,362,93
236,287,10/3/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,369,93
26,287,10/4/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,468,93
57,287,10/4/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,495,93
109,287,10/6/13,2020 - Changes are necessary,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,601,93
457,213,10/1/13,New concept of leadership and collaboration,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,196,94
74,213,10/1/13,New concept of leadership and collaboration,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,238,94
154,213,10/2/13,New concept of leadership and collaboration,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,269,94
198,213,10/15/13,New concept of leadership and collaboration,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,1022,94
302,61,10/1/13,Looking forward to learning more,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",202,95
302,279,10/1/13,Greetings from Chapel Hill!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",203,96
23,50,10/1/13,Infrastructure,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,206,97
463,187,10/1/13,"Jarrod Bell, Fort St John, British Columbia, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",213,98
233,302,10/1/13,Changes in Your School or District Already,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,216,99
60,302,10/1/13,Changes in Your School or District Already,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,217,99
379,302,10/5/13,Changes in Your School or District Already,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,529,99
189,302,10/6/13,Changes in Your School or District Already,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,604,99
170,421,10/1/13,"Shannon Feaster-Scottsdale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",218,100
303,421,10/20/13,"Shannon Feaster-Scottsdale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1147,100
180,196,10/1/13,Changes in education,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,222,101
75,426,10/1/13,"Introduction - Greetings from Roswell, Georgia",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",223,102
